,size,isEmpty,peek_obj_type,push,pop,clear,size_p,diff,testId,instanceId
6,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""",Yes,1607947919946:39b7586f-51e5-4309-ba3e-d490519980f0,1607947919946:bcaa9f71-c8bc-4fcb-a26f-9bdfb167ed31
7,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""1""",Yes,1607947919946:39b7586f-51e5-4309-ba3e-d490519980f0,1607947919946:bcaa9f71-c8bc-4fcb-a26f-9bdfb167ed31
12,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""1""",Yes,1607947919946:39b7586f-51e5-4309-ba3e-d490519980f0,1607947919946:8c12ac6f-9904-4c58-bd30-7660cd70727b
13,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""",Yes,1607947919946:39b7586f-51e5-4309-ba3e-d490519980f0,1607947919946:8c12ac6f-9904-4c58-bd30-7660cd70727b
14,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""3""",Yes,1607947919946:39b7586f-51e5-4309-ba3e-d490519980f0,1607947919946:8c12ac6f-9904-4c58-bd30-7660cd70727b
21,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""",Yes,1607947919946:39b7586f-51e5-4309-ba3e-d490519980f0,1607947919946:5b3b1d01-d909-481c-8970-54f1ed56498f
22,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""4""",Yes,1607947919946:39b7586f-51e5-4309-ba3e-d490519980f0,1607947919946:5b3b1d01-d909-481c-8970-54f1ed56498f
24,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""",Yes,1607947919946:39b7586f-51e5-4309-ba3e-d490519980f0,1607947919946:5b3b1d01-d909-481c-8970-54f1ed56498f
26,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""2""",Yes,1607947919946:39b7586f-51e5-4309-ba3e-d490519980f0,1607947919946:5b3b1d01-d909-481c-8970-54f1ed56498f
39,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""1""",Yes,1607947919945:c4da4364-018c-4fc5-b958-298f8442888a,1607947919945:cfb5692d-67cc-49e8-9b7f-683b8b4d41eb
47,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""1""",Yes,1607947919945:c4da4364-018c-4fc5-b958-298f8442888a,1607947919945:be8d07cb-e84d-417f-8654-d2bc7d0c8207
49,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""3""",Yes,1607947919945:c4da4364-018c-4fc5-b958-298f8442888a,1607947919945:be8d07cb-e84d-417f-8654-d2bc7d0c8207
50,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""4""",Yes,1607947919945:c4da4364-018c-4fc5-b958-298f8442888a,1607947919945:be8d07cb-e84d-417f-8654-d2bc7d0c8207
77,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""5""",Yes,1607947919945:9bb893c0-0c5e-44c6-841f-f36d63ed7701,1607947919945:b707ee84-0298-49ab-9146-35170d35fc4b
78,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""6""",Yes,1607947919945:9bb893c0-0c5e-44c6-841f-f36d63ed7701,1607947919945:b707ee84-0298-49ab-9146-35170d35fc4b
104,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""4""",Yes,1607947919945:7d1d42e9-3fd0-4f54-8416-e4154f94dd8b,1607947919945:06c81eba-e019-4415-b655-e1d0b90c6697
129,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""5""",Yes,1607947919945:5ce37d55-697a-400f-affb-6e3dc493be91,1607947919945:57a65849-0c84-43ee-bce1-91673382b3b8
130,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""6""",Yes,1607947919945:5ce37d55-697a-400f-affb-6e3dc493be91,1607947919945:57a65849-0c84-43ee-bce1-91673382b3b8
156,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""",Yes,1607947919944:de70f28b-8bc3-4b6b-9c86-ad1d1ab5f56e,1607947919944:5ccfc2e7-eaff-4c33-8a54-ca77d870e847
198,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""4""",Yes,1607947919944:b9b1ecee-83e4-44e0-93af-40b3a126142f,1607947919944:11ac693c-6b09-4d93-bbef-b8822fe7e7b1
200,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""6""",Yes,1607947919944:b9b1ecee-83e4-44e0-93af-40b3a126142f,1607947919944:11ac693c-6b09-4d93-bbef-b8822fe7e7b1
275,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""",Yes,1607947919943:ec993b15-dd44-45f3-9d6d-9749c23876e1,1607947919943:b19cb3cd-beee-4dd2-a358-1e57efb1f2d3
343,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""7""",Yes,1607947919943:043847e9-8697-4e0c-bc8a-eff2f9daa980,1607947919943:1e4bca48-961d-463d-b123-c2c33f33ed5d
394,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""4""",Yes,1607947919942:3d52e716-1902-4c2c-a582-ecc4f5a89c18,1607947919942:f9958340-457a-4791-a178-6038d162eec2
403,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""7""",Yes,1607947919942:3d52e716-1902-4c2c-a582-ecc4f5a89c18,1607947919942:ae114602-4a73-41a9-a4fa-ceaf28760dd7
404,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""8""",Yes,1607947919942:3d52e716-1902-4c2c-a582-ecc4f5a89c18,1607947919942:ae114602-4a73-41a9-a4fa-ceaf28760dd7
486,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""",Yes,1607947919941:d78d42e1-5d4a-468d-bc62-6e4ede4676b1,1607947919941:baf63a61-8499-4388-87bf-e242656677b8
580,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""",Yes,1607947919941:c1f6a7db-acb2-4bd1-80aa-7a195d5ff691,1607947919941:1e3cae6c-339c-4d3c-a97a-0e34efd89748
590,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""",Yes,1607947919941:c1f6a7db-acb2-4bd1-80aa-7a195d5ff691,1607947919941:09e9565e-6643-4fea-9ac4-6fc417487144
650,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""3""",Yes,1607947919940:3aa9dec9-086e-45d4-b8fe-9c7fbb170d02,1607947919940:4b78d3d3-07da-45a2-8470-b3789fbe208d
713,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""5""",Yes,1607947919939:32175155-a665-44f5-9a49-84b4e7dafbf2,1607947919939:693a7b2d-c386-4657-98c4-d7f188efde7f
748,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""",Yes,1607947919939:09de2c54-c28a-45c6-97ef-a2f79bc7526d,1607947919939:6a4db76f-aabd-4038-b78c-192c3acb0e16
793,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""",Yes,1607947919938:cd72cf17-a9cb-42f1-afb2-2367318a5548,1607947919938:187b848a-a737-42b5-90cf-91b525e1fbed
848,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""1""",Yes,1607947919937:985deaa1-1f86-4240-8672-ee1b43bcb110,1607947919938:4cee2d4e-6366-4f09-bc5d-f2fead7f69a6
1111,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""6""",Yes,1607947919934:fd4a1c62-3851-4b7c-bcf3-4a70b52bf813,1607947919934:a1d30ac9-fcd5-4aa9-a9ed-b4c046345c46
1114,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""7""",Yes,1607947919934:fd4a1c62-3851-4b7c-bcf3-4a70b52bf813,1607947919934:a1d30ac9-fcd5-4aa9-a9ed-b4c046345c46
1322,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""4""",Yes,1607947919932:5caaead5-5891-4a16-9654-353a86da99ce,1607947919932:86cdd963-2b34-4eaf-b780-322289036c0b
1460,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""3""",Yes,1607947919931:2fc996a5-e44f-4000-ad4e-b6047576f3f8,1607947919931:89bf7915-be59-4cd1-9b0e-c5e451c1e4f2
1493,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""5""",Yes,1607947919931:2945e13a-8718-4549-a852-e7f26be61da3,1607947919931:eddaa09a-2486-475f-9dda-96707c8fc8d5
1671,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""5""",Yes,1607947919929:6da4ed2e-2cb0-4bb3-8369-a88060cf549c,1607947919929:20f79a7f-b970-4d55-afb4-422dff1eec2b
2074,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""6""",Yes,1607947919924:973754e1-6a00-4756-ae3a-da10ec8c8d47,1607947919924:e0fa5836-f576-4659-9778-a702760cf212
2075,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""7""",Yes,1607947919924:973754e1-6a00-4756-ae3a-da10ec8c8d47,1607947919924:e0fa5836-f576-4659-9778-a702760cf212
2729,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""8""",Yes,1607947919918:b821940f-4ee5-4583-8b43-dbf10cdc1b6e,1607947919918:d132fb9b-4cd3-48a4-8ce5-3f7a5bec6a25
2780,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""5""",Yes,1607947919918:a3f372ce-eb89-42da-8694-a4109ede367f,1607947919918:a816c5de-f973-4452-b4d5-23b49f667de0
3106,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""4""",Yes,1607947919911:9cd4a310-ebaa-41a4-920e-b7e006b70c60,1607947919911:8a8cd7ed-66d5-42e2-a22a-bcaee9ff4dbb
3635,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""7""",Yes,1607947919905:1e29fe26-935d-4f44-a4cc-505f610ee57b,1607947919905:87f48953-43a5-483e-8aef-b19d587c9fec
3636,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""8""",Yes,1607947919905:1e29fe26-935d-4f44-a4cc-505f610ee57b,1607947919905:87f48953-43a5-483e-8aef-b19d587c9fec
4532,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""",Yes,1607947919896:fda6fab1-b568-40a4-9912-280891cb54f7,1607947919896:6f57c4e6-1c7e-4baa-9e55-c0c65915b4fa
5348,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""6""",Yes,1607947919886:0f3ae1d0-6a7a-48ce-ab66-a72b80303626,1607947919887:cd95da57-c6fd-4bec-a914-7305c2c08d4c
6499,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""3""",Yes,1607947919870:68ad8729-dd6a-4b10-a33b-d24e8fe71f70,1607947919870:5d980a62-cd71-4978-90d7-5100010f0351
7085,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""7""",Yes,1607947919862:b2cb2fff-98a8-4772-a412-f8d1b396be7f,1607947919862:0819add7-3d56-41b9-a042-a779043c82c5
7380,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""",Yes,1607947919858:46474893-301b-46bc-b645-76e0dbb3493e,1607947919858:4dc97cfa-4ba7-4c86-9b53-1d4f8b7720ef
7745,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""1""",Yes,1607947919853:4cf577e3-0a20-47da-ae14-ba3b05a63c7f,1607947919853:4ef3a086-0950-461b-b5da-fe2e9b987255
8461,"size == ""10""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""9""",Yes,1607947919842:bc3a15ef-2ec3-4276-a975-5e0b308373a6,1607947919842:b4353dde-80fe-403f-b78c-5b1ab7a5bafb
8462,"size == ""11""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""10""",Yes,1607947919842:bc3a15ef-2ec3-4276-a975-5e0b308373a6,1607947919842:b4353dde-80fe-403f-b78c-5b1ab7a5bafb
9280,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""",Yes,1607947919834:cea1f3f1-f27b-418c-a7f2-24a14739ff5b,1607947919834:8a61d9eb-b5d1-4c30-a24c-30cc0311cd50
9465,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""",Yes,1607947919833:1c79b718-df98-480f-85ae-27a51123ce30,1607947919833:86b8a5d6-ed78-46af-a8e7-5fe6e5c95e48
11619,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Object""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""",Yes,1607947919793:d0271abf-5412-4eef-9e94-306f40d7dcb5,1607947919793:65bd55ef-cb05-4285-aa06-46a6034efa4e
11970,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""",Yes,1607947919789:f9750bfb-f1a1-43b8-a6b6-ab64e0089e43,1607947919789:43ca41c3-bd77-49b5-9d15-e527877d8472
12141,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""4""",Yes,1607947919788:92420a93-956d-46e2-8301-dce97a3cba97,1607947919788:35c19ce3-6e81-41f6-be42-fe4a7301229a
13231,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""2""",Yes,1607947919748:36949ede-9b81-45ea-a34a-e2f517892aff,1607947919748:b7ce4c87-c882-41b3-88e5-a195efe76450
13447,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""3""",Yes,1607947919746:496b97f6-0428-4eae-aa43-dd02e19c4416,1607947919746:2e2e97a9-e7af-4733-a087-42d5933dccc2
13917,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""5""",Yes,1607947919741:1132d922-cc34-4253-8445-d0c6343b43e3,1607947919741:8bd36f27-d47e-4134-b503-a88578cf69de
22402,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""3""",Yes,1607947919497:041b56b0-ee89-4c56-926e-1c0a59ce28e8,1607947919497:10e2ffe5-b05c-4839-af9a-f31adfc2fd26
23180,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""",Yes,1607947919482:a0bc3fbe-ff42-4fb9-85cc-dfec17d6abb6,1607947919482:f870a022-fa98-4a80-9516-c65c445b6fcc
24493,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""8""",Yes,1607947919460:9f31f8af-6d00-4309-a93d-1d014b00b9ea,1607947919460:4fe2b6d4-4121-41e1-95d1-53da16f6f920
26099,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Character""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""4""",Yes,1607947919438:300a656c-7545-4667-9f35-9461eb0e038a,1607947919438:20ba5af4-dac7-4626-9980-6bbee49f002c
26701,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""10""",Yes,1607947919428:5894e64b-c445-42f3-a99b-339429cfad56,1607947919428:30f8b0e4-cfd7-4e77-b4f2-c7c417a45265
29177,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""",Yes,1607947919387:a7fd6e34-f556-445d-96e2-02a9d7d36042,1607947919388:7aa6f52b-c118-4b4c-9493-fb4b2d2c3472
30727,"size == ""11""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""10""",Yes,1607947919359:c9b5d133-c50f-470f-b5f5-40d61ce33e29,1607947919359:a6817a67-4f98-4d13-a98a-acea61cd9e2e
30728,"size == ""12""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""11""",Yes,1607947919359:c9b5d133-c50f-470f-b5f5-40d61ce33e29,1607947919359:a6817a67-4f98-4d13-a98a-acea61cd9e2e
30729,"size == ""11""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""12""",Yes,1607947919359:c9b5d133-c50f-470f-b5f5-40d61ce33e29,1607947919359:a6817a67-4f98-4d13-a98a-acea61cd9e2e
34184,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""3""",Yes,1607947919305:822ef69a-d81f-4285-b31f-bb004e5fe24d,1607947919305:b9a7798d-253e-45eb-8770-1caf0f11076e
35115,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""2""",Yes,1607947919292:8e3bae93-c407-45a1-8c16-ffa055b03790,1607947919292:e5395b0d-93ad-4b70-bd1e-7d236f51250c
35358,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""5""",Yes,1607947919289:a9cd1902-5ed8-4b8c-aaed-9d422514318f,1607947919289:0444573a-ed69-4042-8448-726f2a692553
36045,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""6""",Yes,1607947919279:7ffb7f5c-ac93-4db7-b245-f1e2bad73f97,1607947919279:f1cedd46-8ead-4da3-897f-309808acece0
37340,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""8""",Yes,1607947919254:e86ae0f4-69d1-4f49-95cf-7f6ba8e65ba7,1607947919255:815f18fc-f4a6-4f73-b970-59b549dea557
39189,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""4""",Yes,1607947919212:0ecb7aa8-7a89-44dc-aa38-4bdbe8cca51c,1607947919212:d83d01e2-b9d1-43a5-ac8f-4c413ec73979
40485,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""4""",Yes,1607947919187:797c1f6c-d489-4836-a3d9-b410b66e478b,1607947919187:9f8a3220-6951-4bb8-8d6b-1544268d1b47
42817,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""",Yes,1607947919130:8c8bed43-861d-46f5-bb60-f513d14565f5,1607947919130:23f105b8-d0d2-45a8-9016-60b989881aad
43336,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""7""",Yes,1607947919116:154babbe-f2bf-4075-bda1-242c5c276254,1607947919116:190044ca-a758-4123-937e-8b5d7ae23df9
44593,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""3""",Yes,1607947919074:9fcc5305-1789-49c1-ae83-b2b7acf791a9,1607947919074:0373225a-79d7-41c6-ad29-8b75e47c4995
47080,"size == ""10""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""11""",Yes,1607947919015:f8295a05-1f9a-47be-97af-50e300f781bf,1607947919015:b6eeb266-9f25-4ed1-a4bd-41da38289268
49118,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""1""",Yes,1607947918961:f2a7c5dc-ae1a-40e2-9748-7a91c27cb984,1607947918962:5418237f-feca-460a-afe2-9644699bc8cb
52613,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""4""",Yes,1607947918859:3cfe003f-d6fb-4667-ac58-23a7b4f3638e,1607947918859:41c8f769-edd6-43e6-9811-1ada0c23a29f
53089,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""4""",Yes,1607947918846:be394b80-4208-455a-b1dc-e0b110bba1cd,1607947918846:411dab1e-5176-426e-bfc1-ba02dfaaafbc
56651,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""8""",Yes,1607947918680:3c78f638-03f7-45a8-90ac-58b1d1b51a29,1607947918680:bef2c652-fea6-4aec-959e-f5f5c2453d96
